"code","source_page","view","schematic_x","schematic_y","primary_source_description","learning_note_he","learning_note_en","comparison_code","alternative_he","focused_check","alignment_33","source_conflict_33","review_status","reviewer","review_date","review_notes"
"KI 24","147","torsoFront","436","280","In the anterior thoracic region, in the third intercostal space, 2 B-cun lateral to the anterior median line.","KI 24 נמצאת במרווח הבין־צלעי השלישי, 2 B-cun מקו האמצע; ST 16 במרחק 4 B-cun באותו מרווח. מזהים את הרווח בין הצלעות ולא את פני הצלע עצמה.","KI 24 lies in the third intercostal space at 2 B-cun from the midline; ST 16 uses 4 B-cun there. Identify the space between ribs rather than the surface of a rib.","ST 16","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"KI 25","148","torsoFront","436","230","In the anterior thoracic region, in the second intercostal space, 2 B-cun lateral to the anterior median line.","המרווח הבין־צלעי השני מגדיר את שורת KI 25. ההיסט שלה הוא 2 B-cun, לעומת 6 B-cun ב־SP 20. הטווח הצדדי גדול אף שמספר המרווח נשאר זהה.","The second intercostal space defines KI 25’s row. Its offset is 2 B-cun versus SP 20’s 6. The lateral separation changes considerably while the space number stays the same.","SP 20","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"KI 26","148","torsoFront","436","180","In the anterior thoracic region, in the first intercostal space, 2 B-cun lateral to the anterior median line.","KI 26 במרווח הבין־צלעי הראשון, 2 B-cun מקו האמצע. KI 27 מתוארת מתחת לעצם הבריח באותה עמודה. יש להבחין בין המרווח הבין־צלעי לבין האזור התת־בריחי.","KI 26 uses the first intercostal space at a 2 B-cun offset. KI 27 is below the clavicle in the same column. Distinguish an intercostal space from the infraclavicular region.","KI 27","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"KI 27","149","torsoFront","436","130","In the anterior thoracic region, just inferior to the clavicle, 2 B-cun lateral to the anterior median line.","שתיהן מתוארות מתחת לעצם הבריח. KI 27 במרחק 2 B-cun מקו האמצע ו־ST 13 במרחק 4 B-cun. כאן עצם הבריח מגדירה את הקשר הגובה, והמידה מגדירה את הצד.","Both are described below the clavicle. KI 27 is 2 B-cun from the midline and ST 13 is 4. The clavicle supplies vertical context while the measurement defines lateral position.","ST 13","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 1","152","torsoFront","340","330","In the anterior thoracic region, in the fourth intercostal space, 5 B-cun lateral to the anterior median line.","PC 1 מתוארת במרווח הבין־צלעי הרביעי, 5 B-cun מקו האמצע. SP 18 באותו מרווח בהיסט 6 B-cun. אין להחליף את ה־5 במידת 4 או 6 הנהוגה במסלולים סמוכים.","PC 1 uses the fourth intercostal space at 5 B-cun from the midline; SP 18 uses 6 there. Preserve the five-unit offset rather than substituting a neighbouring channel’s four or six.","SP 18","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 2","152","armFront","500","228","On the anterior aspect of the arm, between the long head and short head of the biceps brachii muscle, 2 B-cun distal to the anterior axillary fold.","PC 2 נמצאת בין שני ראשי השריר הדו־ראשי, 2 B-cun מתחת לקפל בית השחי הקדמי. LU 3 משתמשת בגבול השריר ובמרחק 3 B-cun. גם היחס לשריר וגם המרחק משתנים.","PC 2 lies between the two biceps heads, 2 B-cun below the anterior axillary fold. LU 3 uses the muscle’s border at 3 B-cun. Both muscle relationship and distance differ.","LU 3","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 3","153","armFront","530","450","On the anterior aspect of the elbow, at the cubital crease, in the depression medial to the biceps brachii tendon. Note: When the elbow is flexed at 45 degrees, PC3 is located medial to the biceps brachii tendon.","קפל המרפק הוא ציון דרך משותף. LU 5 מתוארת בצד הרדיאלי של גיד הדו־ראשי, ו־PC 3 בצדו האולנרי. הגיד עוזר להבין את ההבדל בין צדי הקפל.","Both use the elbow crease. LU 5 is described on the radial side of the biceps tendon and PC 3 on its ulnar side; the tendon distinguishes the sides.","LU 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 4","153","armFront","497","701","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 5 B-cun proximal to the palmar wrist crease. Note 1: With the fist clenched, the wrist supinated, and the elbow slightly flexed, the two tendons become more prominent. PC4 is located 1 B-cun distal to the midpoint of the line connecting PC3 with PC7. Note 2: If the palmaris longus tendon is not present, PC4 is medial to the flexor carpi radialis tendon.","שתי הנקודות משתמשות במרווח שבין גידי הכפי הארוך והכופף הרדיאלי. PC 4 נמצאת 5 B-cun מעל הקפל הכפי, ו־PC 5 נמצאת 3. המקור מציין שגיד הכפי הארוך עשוי להיות חסר.","Both use the palmaris-longus–flexor-carpi-radialis interval. PC 4 lies 5 B-cun above the palmar crease; PC 5 lies 3. The source notes that palmaris longus may be absent.","PC 5","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 5","154","armFront","497","772","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 3 B-cun proximal to the palmar wrist crease. Note 1: With the fist clenched, the wrist supinated and the elbow slightly flexed, the two tendons become more prominent. PC5 is located 3 B-cun proximal to PC7. Note 2: If the palmaris longus tendon is not present, PC5 is medial to the flexor carpi radialis tendon.","המרווח בין גיד הכפי הארוך לגיד הכופף הרדיאלי משותף לשתיהן. PC 5 נמצאת 3 B-cun מעל קפל שורש כף היד ו־PC 6 נמצאת 2 B-cun מעליו.","Both use the palmaris-longus–flexor-carpi-radialis tendon interval. PC 5 is 3 B-cun above the wrist crease; PC 6 is 2 B-cun above it.","PC 6","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 6","154","armFront","497","808","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 2 B-cun proximal to the palmar wrist crease. Note 1: With the fist clenched, the wrist supinated and the elbow slightly flexed, the two tendons become more prominent. PC6 is located 2 B-cun proximal to PC7. the posterial point corresponding to PC6 is TE5. Note 2: If the palmaris longus tendon is not present, PC6 is medial to the flexor carpi radialis tendon.","המרווח בין גיד הכפי הארוך לגיד הכופף הרדיאלי משותף לשתיהן. PC 5 נמצאת 3 B-cun מעל קפל שורש כף היד ו־PC 6 נמצאת 2 B-cun מעליו.","Both use the palmaris-longus–flexor-carpi-radialis tendon interval. PC 5 is 3 B-cun above the wrist crease; PC 6 is 2 B-cun above it.","PC 5","","MSK patient education comparison","","","ממתין לסקירה מקצועית","","",""
"PC 7","155","armFront","497","880","On the anterior aspect of the wrist, between the tendons of palmaris longus and the flexor carpi radialis, on the palmar wrist crease. Note: With the fist clenched, the wrist slightly flexed, the two tendons become more prominent. PC7 is located at the midpoint of the palmar wrist crease, between the tendons of palmaris longus and the flexor carpi radialis, at the same level as Ht7, at the proximal extremity of the pisiform bone.","שתיהן באזור שורש כף היד, אך PC 7 מתוארת בצד הכפי ו־TE 4 בצד הגבי. יש להפוך את המבט ולא להעתיק את הסימון מצד אחד לצד השני.","Both concern the wrist, but PC 7 is palmar and TE 4 dorsal. Change the view rather than transferring a marker between surfaces.","TE 4","","supplied dataset","","","ממתין לסקירה מקצועית","","",""
"PC 8","155","handPalm","455","488","On the palm of the hand, in the depression between the second and third metacarpal bones, proximal to the metacarpophalangeal joints. Remarks: Alternative location for PC8 - On the palm of the hand, in the depression, between the third and fourth metacarpal bones, proximal to the metacarpophalangeal joints.","HT 8 משתמשת במרווח שבין עצמות המסרק הרביעית והחמישית. המיקום הראשי של PC 8 הוא בין השנייה לשלישית; החלופה שלו בין השלישית לרביעית.","HT 8 uses the fourth–fifth metacarpal interval. Primary PC 8 uses the second–third interval; its alternative uses the third–fourth interval.","HT 8","חלופה: בין עצמות המסרק השלישית והרביעית, פרוקסימלית למפרקי המסרק־גליל.","focused WHO excerpt check (3.2)","","","ממתין לסקירה מקצועית","","",""
"PC 9","156","handPalm","470","112","On the middle finger, at the centre of the tip of the middle finger. Remarks: Alternative location for PC9 - On the middle finger, 0.1 F-cun proximal to the radial corner of the middle fingernail, at the intersection of the vertical line of the radial side of the nail and the horizontal line of the base of the fingernail.","PC 9 הראשית נמצאת במרכז קצה האצבע האמצעית. TE 1 סמוכה לפינת הציפורן באצבע הקמיצה. גם האצבע וגם סוג ציון הדרך משתנים.","Primary PC 9 is at the middle fingertip centre. TE 1 is near a nail corner of the ring finger. Both the digit and the reference type change.","TE 1","חלופה: סמוך לפינה הרדיאלית של ציפורן האצבע האמצעית, 0.1 F-cun ממנה לכיוון שורש האצבע. המבט מתחלף לגב כף היד כדי להציג את הציפורן.","focused WHO excerpt check (3.2)","","","ממתין לסקירה מקצועית","","",""
"TE 1","158","handBack","608","245","On the ring finger, ulnar to the distal phalanx, 0.1 f-cun proximal to the ulnar corner of the fingernail, at the intersection of the vertical line of the ulnar side of the nail and the horizontal line of the base of the fingernail.","PC 9 הראשית נמצאת במרכז קצה האצבע האמצעית. TE 1 סמוכה לפינת הציפורן באצבע הקמיצה. גם האצבע וגם סוג ציון הדרך משתנים.","Primary PC 9 is at the middle fingertip centre. TE 1 is near a nail corner of the ring finger. Both the digit and the reference type change.","PC 9","","supplied dataset","הסימון הוזז אל אזור הפינה האולנרית של בסיס ציפורן הקמיצה.","","ממתין לסקירה מקצועית","","",""
